pathImg,option,price,title,hot_line,url,point,rating_total,producer,color,Hệ điều hành,Ngôn ngữ,Màn hình,Camera sau,Camera trước,Chụp ảnh nâng cao,Quay phim,chip,ram,memory,Thẻ nhớ ngoài,Kích thước,Trọng lượng g,Dung lượng pin,Mạng di động,SIM,Wifi,Sạc
"https://didongmango.com/images/products/2022/06/09/original/x5d_1654772132.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5tim_1654772132.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5t_1654772132.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5tr_1654772132.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5x_1654772132.jpg.jpg",,12.390.000₫,Sony Xperia 5 II - Mark 2 Mới ,0982351080,https://didongmango.com/sony-xperia-5/sony-xperia-5-ii-mark-2-moi-p1509.html,5/5,10,SONY,"Trắng,Đỏ,Đen,Xanh",,11,Tiếng Việt,OLED 6.1 inches Full HD+,12 MP + 12 MP + 12 MP,8 MP,Quay Siêu chậm Super Slow Motion Lấy nét theo pha PDAF Ban đêm Night Mode Trôi nhanh thời gian Time Lapse Quay chậm Slow Motion Xóa phông Zoom quang học Chạm lấy nét Toàn cảnh Panorama Chống rung quang học OIS Làm đẹp Beautify Tự động lấy,FullHD 1080p@30fps  FullHD 1080p@60fps  FullHD 1080p@120fps  4K 2160p@30fps  4K 2160p@60fps,Snapdragon 865,8GB,128GB,Có,158 x 68 x 8.2 mm,163 g,4000 mAh,2G / 3G / 4G,1 SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
"https://didongmango.com/images/products/2022/06/09/original/x5-den_1654764551.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5-do_1654764551.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5-xanh_1654764551.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5t_1654764551.jpg.jpg",,5.390.000₫,Sony Xperia 5 Nhật Mới ,0982351080,https://didongmango.com/sony-xperia-5/sony-xperia-5-p1445.html,5/5,145,SONY,"Đỏ,Đen,Trắng,Xanh",,11,Tiếng Việt,OLED 6.1 inches 1080 x 2520 pixels,12 MP + 12 MP + 12 MP,8 MP,Quay Siêu chậm Super Slow Motion Lấy nét theo pha PDAF Ban đêm Night Mode Trôi nhanh thời gian Time Lapse Quay chậm Slow Motion Xóa phông Zoom quang học Chạm lấy nét Toàn cảnh Panorama Chống rung quang học OIS Làm đẹp Beautify Tự động lấy,"4K@24/30fps HDR, 1080p@60fps, 1080p@30fps 5-axis gyro-EIS",Snapdragon 855,6GB,64GB,microSDXC,158 x 68 x 8.2 mm,164 g,3140 mAh,2G / 3G / 4G,1 SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
https://didongmango.com/images/products/2019/07/02/original/-samsung-galaxy-note-9-camera_1562055061.jpg.jpg,,5.790.000₫,Samsung Note 9 128G 2 SIM cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-note-9/samsung-note-9-han-128g-cu-dep-99-p865.html,5/5,177,SAMSUNG,"Tím,Vàng,Titan,Xanh,Đen,Nâu,Trắng",,8.1,Đa ngôn ngữ,"6.4 inch Quad HD+ 1440 x 2960 pixels, Super AMOLED",Dual 12 MP+12 MP,"8.MP Selfie bằng cử chỉ, Chế độ làm đẹp, Chụp bằng giọng nói, Camera góc rộng, Nhận diện khuôn mặt, Chống rung","Ảnh Raw, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống rung quang học OIS, chụp ảnh xoá phông, công nghệ AI",Quay phim 4K 2160p@30fps,"Exynos 9810 8 nhân, 4x2.7 GHz & 4x1.8 GHz",6GB,128GB,128GB,Dài 161.9 mm - Ngang 76.4 mm - 8.8 mm,201g,4000mAh,"3G, 4G LTE Cat 16",2 SIM NANO,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
"https://didongmango.com/images/products/2022/06/09/original/x5d_1654772287.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5tr_1654772287.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5t_1654772287.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5tim_1654772287.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5x_1654772288.jpg.jpg",,11.590.000₫,Sony Xperia 5 Mark II - Mark 2 cũ (Đẹp 99%) ,0982351080,https://didongmango.com/sony-xperia-5/sony-xperia-5-mark-ii---mark-2-cu-dep-99-p1507.html,5/5,1,SONY,"Trắng,Tím,Xám,Đỏ,Đen,Xanh",,11,Tiếng Việt,OLED 6.1 inches Full HD+,12 MP + 12 MP + 12 MP,8 MP,Quay Siêu chậm Super Slow Motion Lấy nét theo pha PDAF Ban đêm Night Mode Trôi nhanh thời gian Time Lapse Quay chậm Slow Motion Xóa phông Zoom quang học Chạm lấy nét Toàn cảnh Panorama Chống rung quang học OIS Làm đẹp Beautify Tự động lấy,FullHD 1080p@30fps  FullHD 1080p@60fps  FullHD 1080p@120fps  4K 2160p@30fps  4K 2160p@60fps,Snapdragon 865,8GB,128GB,Có,158 x 68 x 8.2 mm,163 g,4000 mAh,2G / 3G / 4G,1 SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
https://didongmango.com/images/products/2019/07/10/original/123_1562735801.jpg.jpg,,2.590.000₫,Sony Xperia XZ3 cũ (Đẹp 99%) ,0982351080,https://didongmango.com/sony-xz3/sony-xperia-xz3-cu-dep-99-p1001.html,5/5,217,SONY,"Trắng,Xanh,Tím,Đen",,9.0 Pie,Đa ngôn ngữ,6.0 inches 1440 x 2880 P-OLED,"19 MP, f/2.0","13 MP, f/1.9","LED flash, panorama, HDR","2160p@30fps, 1080p@60fps, 1080p@30fps 5-axis gyro-EIS, 1080p@960fps, HDR",Qualcomm SDM845 Snapdragon 845 10 nm,4 GB,64 GB,"MicroSD, hỗ trợ tối đa 512 GB",158 x 73 x 9.9 mm,193 g,Li-Ion 3300 mAh,,1 SIM Nano,"Wi-Fi 802.11 a/b/g/n/ac, dual-band"
"https://didongmango.com/images/products/2022/06/09/original/x5-den_1654764452.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5-do_1654764452.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5-xanh_1654764452.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/x5t_1654764452.jpg.jpg",,4.490.000₫,Sony Xperia 5 cũ (Đẹp 99%) ,0982351080,https://didongmango.com/sony-xperia-5/sony-xperia-5-cu-p1477.html,5/5,107,SONY,"Đỏ,Xanh,Trắng,Đen",,11,Tiếng Việt,OLED 6.1 inches 1080 x 2520 pixels,12 MP + 12 MP + 12 MP,8 MP,Quay Siêu chậm Super Slow Motion Lấy nét theo pha PDAF Ban đêm Night Mode Trôi nhanh thời gian Time Lapse Quay chậm Slow Motion Xóa phông Zoom quang học Chạm lấy nét Toàn cảnh Panorama Chống rung quang học OIS Làm đẹp Beautify Tự động lấy,"4K@24/30fps HDR, 1080p@60fps, 1080p@30fps 5-axis gyro-EIS",Snapdragon 855,6GB,64GB,microSDXC,158 x 68 x 8.2 mm,164 g,3140 mAh,2G / 3G / 4G,1 SIM,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
"https://didongmango.com/images/products/2022/06/09/original/xz3-tim_1654763295.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/xz3-trang_1654763295.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/xz3d_1654763295.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/xz3xanh_1654763295.jpg.jpg",,3.790.000₫,Sony Xperia XZ3 Mới ,0982351080,https://didongmango.com/sony-xz3/sony-xperia-xz3-p1094.html,5/5,147,SONY,"Trắng,Đen,Tím,Xanh",,9.0 Pie,Đa ngôn ngữ,6.0 inches 1440 x 2880 P-OLED,"19 MP, f/2.0","13 MP, f/1.9","LED flash, panorama, HDR","2160p@30fps, 1080p@60fps, 1080p@30fps 5-axis gyro-EIS, 1080p@960fps, HDR",Qualcomm SDM845 Snapdragon 845 10 nm,4 GB,64 GB,"MicroSD, hỗ trợ tối đa 512 GB",158 x 73 x 9.9 mm,193 g,Li-Ion 3300 mAh,,1 SIM Nano,"Wi-Fi 802.11 a/b/g/n/ac, dual-band"
https://didongmango.com/images/products/2020/11/12/original/-samsung-galaxy-note-10-plus-ip68_1572404463jpg_1605145038.jpg.jpg,,8.590.000₫,Samsung Note 10 Plus 5G cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-note-10/samsung-note-10-plus-p1369.html,5/5,52,SAMSUNG,"Xanh,Trắng,Đen,Aura",,9 Pie One UI,Đa ngôn ngữ,Dynamic AMOLED 6.8 inches 1440 x 3040 pixels,12 MP + 12 MP + 16 MP,"10 MP, f/1.9","TOF 3D camera, LED flash, auto-HDR, panorama","2160p@60fps, 1080p@240fps, 720p@960fps, HDR, dual-video rec.",Snapdragon 855,12 GB RAM,256 GB,"microSD, up to 1 TB",162.3 x 77.1 x 7.9 mm,198 g,Li-Ion 4300 mAh,2G/ 3G/ 4G,1 SIM NANO,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot"
https://didongmango.com/images/products/2019/07/02/original/vi-vn-6-cauhinh_1562039936.jpg.jpg,,3.590.000₫,Samsung Galaxy S8 64G cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-s8/samsung-galaxy-s8-my-cu-dep-99-p735.html,5/5,310,SAMSUNG,"Đen,Tím,Titan,Xanh",,7.0 Nougat,Đa ngôn ngữ,5.8 inches 2K Super AMOLED,12 MP,"8 MP Tự động lấy nét, Quay video Full HD, Chế độ làm đẹp, Selfie ngược sáng HDR, Nhận diện khuôn mặt, Chụp bằng giọng nói, Selfie bằng cử chỉ","Ảnh Raw, Chống rung kỹ thuật số EIS, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống rung quang học OIS, Chế độ chụp chuyên nghiệp",Quay phim 4K 2160p@30fps,Snapdragon 835 10 nm,4 GB,64 GB,"MicroSD, hỗ trợ tối đa 256 GB",Dài 148.9 mm - Ngang 68.1 mm - Dày 8 mm,155 g,3000 mAh,"3G, 4G LTE Cat 9",1 SIM Nano,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
"https://didongmango.com/images/products/2020/04/28/large/sony-xz2-premium_1588036751.jpg,https://didongmango.com/images/products/2020/04/28/original/sony-xz2-premium_1588036670.jpg.jpg",,3.990.000₫,Sony XZ2 Premium Mới ,0982351080,https://didongmango.com/sony-xz2/sony-xz2-premium-p1329.html,5/5,125,SONY,"Đen,Titan",,8.0 Oreo,Có tiếng Việt,IPS HDR LCD 5.8 inches 4K 2160 x 3840 Pixels,19 MP và 12 MP 2 camera,13 MP,"Chụp ảnh xóa phông, Chế độ Slow Motion, Super Slow Motion quay siêu chậm, Lấy nét dự đoán, Chống rung kỹ thuật số EIS, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chế độ chụp chuyên nghiệp Prov","Quay phim siêu chậm 960 fps, Quay phim 4K 2160p@30fps",Snapdragon 845 8 nhân,6 GB,64 GB,"MicroSD, hỗ trợ tối đa 400 GB",Dài 158 mm - Ngang 80 mm - Dày 11.9 mm,236 g,3540 mAh,2G/3G/4G,1 Sim,"Wi-Fi 802.11 a/b/g/n/ac, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
"https://didongmango.com/images/products/2022/06/09/original/n10-au_1654751708.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/n10-trang_1654751708.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/n10-den_1654751708.jpg.jpg,https://didongmango.com/images/products/2022/06/09/original/n10-do_1654751818.jpg.jpg",,6.390.000₫,Samsung Note 10 5G cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-note-10/note-10-5g-p1457.html,5/5,83,SAMSUNG,"Aura,Hồng,Đen,Trắng,Đỏ",,9.0 Pie; One UI,Đa ngôn ngữ,Dynamic AMOLED 6.3\Full HD+,12MP + 12MP + 16MP,"10 MP, f/2.2","LED flash, auto-HDR, panorama","2160p@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, dual-video rec., stereo sound rec., gyro-EIS & OIS",Exynos 9825 7 nm,12GB,256 GB,Không,151 x 71.8 x 7.9 mm,168 g,Li-Ion 3500 mAh,2G/ 3G/ 4G /5G,1 SIM NANO,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot"
https://didongmango.com/images/products/2022/06/28/large/5a_1656472193.png,,6.990.000₫,Google Pixel 5a cũ (Đẹp 99%) ,0982351080,https://didongmango.com/google-pixel-5--5a/google-pixel-5a-cu-dep-99-p1538.html,5/5,84,Google Pixel,,,12,Tiếng Việt,OLED 6.34 inches 1440 x 3040 pixels,12.2 MP + 16 MP,16 MP + 12 MP + 8MP,"Dual-LED flash, Auto-HDR, panorama","4K@30fps, 1080p@30/60/120fps, 1080p@30fps gyro-EIS",Snapdragon 765G,6GB,128GB,Không,160.4 x 75.1 x 8.2 mm,193 g,4680 mAh,2G / 3G / 4G / 5G,1 SIM + 1 esim,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
https://didongmango.com/images/products/2022/06/28/large/google-pixel-6-pro-1-600x600_1656472942.jpg,,13.490.000₫,Google Pixel 6 Pro cũ (Đẹp 99%) ,0982351080,https://didongmango.com/google-pixel-6--6-pro/google-pixel-6-pro-cu-dep-99-p1541.html,5/5,84,Google Pixel,"Trắng,Tím,Đen",,12,Tiếng Việt,AMOLED 6.71 inch 2K+. 90Hz,"Chính 50 MP & Phụ 48 MP, 12 MP",11MP,"Dual-LED flash, Auto-HDR, panorama","4K@30fps, 1080p@30/60/120fps, 1080p@30fps gyro-EIS",Google Tensor 8 nhân,12GB,128GB,Không,Dài 163.9 mm - Ngang 75.9 mm - Dày 8.9 mm,210g,5003 mAh,2G / 3G / 4G / 5G,1 SIM + 1 esim,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
https://didongmango.com/images/products/2020/07/06/original/1_1594029241.jpg.jpg,,3.790.000₫,LG V40 ThinQ 128G Hàn cũ (Đẹp 99%) ,0982351080,https://didongmango.com/lg-v40/lg-v40-thinq-128-1-sim-p1346.html,5/5,105,LG,"Titan,Xanh,Đen,Đỏ",,"8.1 Oreo, upgradable to",9.0 Pie,Đa ngôn ngữ,"P-OLED 6.4 inches 1440 x 3120 pixels, 19.59 ratio","12 MP, 27mm standard, f/1.5 + 12 MP, 52mm telephoto, f/2.4 + 16 MP, 16mm ultrawide, f/1.9",8 MP + 5 MP,HDR,"2160p@30/60fps, 1080p@30/60/240fps, 24-bit/192kHz stereo sound rec., HDR video, gyro-EIS",Qualcomm SDM845 Snapdragon 845 10 nm,6 GB RAM,128 GB,"microSD, up to 1 TB",158.8 x 75.7 x 7.6 mm,169 g,Li-Po 3300 mAh,2G/ 3G/ 4G,1 Sim
https://didongmango.com/images/products/2019/07/02/original/-2-bao-mat-mat_1562040013.jpg.jpg,,3.990.000₫,Samsung Galaxy S8 Plus 64G cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-s8/samsung-galaxy-s8-plus-64g-my-cu-dep-99-p736.html,5/5,164,SAMSUNG,"Đen,Tím,Xanh,Titan",,7.0 Nougat,Đa ngôn ngữ,6.2 inches 2K Super AMOLED,12 MP,"8 MP Camera góc rộng, Flash màn hình, Selfie bằng cử chỉ, Nhận diện khuôn mặt, Chế độ làm đẹp","Chụp phơi sáng, Chụp ảnh xóa phông, Chụp trước lấy nét sau, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống rung quang học OIS, Chế độ chụp chuyên nghiệp",Quay phim 4K 2160p@30fps,Snapdragon 835 10 nm,4 GB,64 GB,"MicroSD, hỗ trợ tối đa 256 GB",Dài 159.5 mm - Ngang 73.4 mm - Dày 8.1 mm,173 g,3500 mAh,"3G, 4G LTE Cat 16",1 SIM Nano,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
https://didongmango.com/images/products/2019/07/02/original/vi-vn-7-baomat_1562040711.jpg.jpg,,3.790.000₫,Samsung Galaxy S9 64G cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-s9-plus/samsung-galaxy-s9-my-cu-dep-99-p781.html,5/5,325,SAMSUNG,"Tím,Vàng,Titan,Đen,Xanh",,8.0 Oreo,Đa ngôn ngữ,5.8 inches Super AMOLED,12 MP,8 MP,"Chụp phơi sáng, Chụp ảnh xóa phông, Chế độ chụp ban đêm ánh sáng yếu, Lấy nét theo pha, Điều chỉnh khẩu độ, Super Slow motion quay siêu chậm, Tự động lấy nét, Chạm lấy nét, HDR, Panorama, Chống rung quang học OIS, Ảnh GIF, Chế độ chụp chuyên nghiệp","Quay phim siêu chậm 960 fps, Quay phim FullHD 1080p@240fps, Quay phim 4K 2160p@60fps",Snapdragon 845 10 nm,4 GB,64 GB,"MicroSD, hỗ trợ tối đa 400 GB",Dài 147.7 mm - Ngang 68.7 mm - Dày 8.5 mm,163 g,3000 mAh,"3G, 4G LTE Cat 18",1 SIM Nano,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
"https://didongmango.com/images/products/2019/07/29/original/1_1564388091.jpg.jpg,https://didongmango.com/images/products/2019/07/29/original/2_1564388091.jpg.jpg,https://didongmango.com/images/products/2019/07/29/original/3_1564388091.jpg.jpg,https://didongmango.com/images/products/2019/07/29/original/4_1564388091.jpg.jpg",,3.390.000₫,LG V40 ThinQ 64G cũ (Đẹp 99%) ,0982351080,https://didongmango.com/lg-v40/lg-v40-thinq-cu-dep-99-p1072.html,5/5,326,LG,"Đen,Xanh,Titan,Đỏ",,"8.1 Oreo, upgradable to",9.0 Pie,Đa ngôn ngữ,"P-OLED 6.4 inches 1440 x 3120 pixels, 19.59 ratio","12 MP, 27mm standard, f/1.5 + 12 MP, 52mm telephoto, f/2.4 + 16 MP, 16mm ultrawide, f/1.9",8 MP + 5 MP,HDR,"2160p@30/60fps, 1080p@30/60/240fps, 24-bit/192kHz stereo sound rec., HDR video, gyro-EIS",Qualcomm SDM845 Snapdragon 845 10 nm,6 GB RAM,64 GB,"microSD, up to 1 TB",158.8 x 75.7 x 7.6 mm,169 g,Li-Po 3300 mAh,2G/ 3G/ 4G,1 Sim
https://didongmango.com/images/products/2022/06/28/large/sony-xperia-1-trang-1_1656411845.png,,5.390.000₫,Sony Xperia 1 2 SIM cũ (Đẹp 99%) ,0982351080,https://didongmango.com/sony-xperia-1/sony-xperia-1-2-sim-cu-dep-99-p1496.html,5/5,115,SONY,,,9 Pie,Đa ngôn ngữ,6.5 inches OLED,Triple 12 MP,"8 MP, f/2.0","Chống rung kỹ thuật số EIS, Zoom quang học, Chụp ảnh xóa phông, Chế độ chụp ban đêm ánh sáng yếu, Lấy nét theo pha, Super Slow Motion quay siêu chậm, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống rung quang học OIS, Làm","2160p@30fps, 1080p@60fps, 1080p@30fps 5-axis gyro-EIS, 1080p@960fps, HDR",Snapdragon 855 7 nm,6GB,64GB,"MicroSD, hỗ trợ tối đa 512 GB",167 x 72 x 8.2 mm,191 g,3330 mAh,2G/ 3G/ 4G,1 sim,Wi-Fi 802.11 a/b/g/n/ac
https://didongmango.com/images/products/2022/06/28/large/google-pixel-5-600jpg-600x600_1656472492.jpg,,7.490.000₫,Google Pixel 5 cũ (Đẹp 99%) ,0982351080,https://didongmango.com/google-pixel-5--5a/google-pixel-5-cu-dep-99-p1539.html,5/5,84,Google Pixel,,,12,Tiếng Việt,OLED 6 inches 1440 x 3040 pixels,16 MP + 12 MP + 8MP,8MP,"Dual-LED flash, Auto-HDR, panorama","4K@30fps, 1080p@30/60/120fps, 1080p@30fps gyro-EIS",Snapdragon 765G,8GB,128GB,Không,160.4 x 75.1 x 8.2 mm,193 g,4080 mAh,2G / 3G / 4G / 5G,1 SIM + 1 esim,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
https://didongmango.com/images/products/2019/07/02/original/-2-man-hinh_1562040765.jpg.jpg,,5.190.000₫,Samsung Galaxy S9 Plus 64G 2 SIM cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-s9-plus/samsung-galaxy-s9-plus-64g-han-dep-99-p966.html,5/5,60,SAMSUNG,"Đen,Tím,Titan,Xanh,Vàng",,8.0,Đa ngôn ngữ,6.2 inches 2K Super AMOLED,Dual Camera 12.MP f/1.5-2.4,"8.MPf/1.7 Chụp bằng giọng nói, Nhận diện khuôn mặt, Chế độ làm đẹp, Quay video Full HD, Tự động lấy nét, Đèn Flash trợ sáng, Camera góc rộng, Selfie ngược sáng HDR, Tự động chụp khi nhận diện nụ cười, Selfie bằng cử chỉ","Zoom quang học Camera kép, Chụp ảnh xóa phông, Chế độ chụp ban đêm ánh sáng yếu, Điều chỉnh khẩu độ, Super Slow motion quay siêu chậm, Tự động lấy nét, Chạm lấy nét, HDR, Panorama, Chống rung quang học OIS, Ảnh GIF, Chế độ chụp chuyên nghiệp","Quay phim siêu chậm 960 fps, Quay phim FullHD 1080p@60fps, Quay phim 4K 2160p@60fps",Exynos 9810 8 nhân 64 bit,6 GB,64 GB,Có,Dài 158.1 mm - Ngang 73.8 mm - 8.5 mm,189 g,3500mAh,"3G, 4G LTE Cat 18",2 SIM Nano SIM 2 chung khe thẻ nhớ,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
https://didongmango.com/images/products/2021/11/01/original/vi-vn-7-baomat_1562040711jpg_1635822179.jpg.jpg,,3.990.000₫,Samsung Galaxy S9 64G Mới ,0982351080,https://didongmango.com/samsung-s9-plus/samsung-galaxy-s9-my-new-p1464.html,5/5,25,SAMSUNG,"Tím,Xanh,Đen",,8.0 Oreo,Đa ngôn ngữ,5.8 inches Super AMOLED,12 MP,8 MP,"Chụp phơi sáng, Chụp ảnh xóa phông, Chế độ chụp ban đêm ánh sáng yếu, Lấy nét theo pha, Điều chỉnh khẩu độ, Super Slow motion quay siêu chậm, Tự động lấy nét, Chạm lấy nét, HDR, Panorama, Chống rung quang học OIS, Ảnh GIF, Chế độ chụp chuyên nghiệp","Quay phim siêu chậm 960 fps, Quay phim FullHD 1080p@240fps, Quay phim 4K 2160p@60fps",Snapdragon 845 10 nm,4 GB,64 GB,"MicroSD, hỗ trợ tối đa 400 GB",Dài 147.7 mm - Ngang 68.7 mm - Dày 8.5 mm,163 g,3000 mAh,"3G, 4G LTE Cat 18",1 SIM Nano,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
https://didongmango.com/images/products/2022/06/28/large/google-pixel-6-600x600_1656472682.jpg,,11.490.000₫,Google Pixel 6 cũ (Đẹp 99%) ,0982351080,https://didongmango.com/google-pixel-6--6-pro/google-pixel-6-cu-dep-99-p1540.html,5/5,84,Google Pixel,"Trắng,Vàng,Đen",,12,Tiếng Việt,OLED 6.6 inches 1440 x 3040 pixels. 90Hz,50 MP + 12 MP,8MP,"Dual-LED flash, Auto-HDR, panorama","4K@30fps, 1080p@30/60/120fps, 1080p@30fps gyro-EIS",Google Tensor 8 nhân,8GB,128GB,Không,Dài 158.6 mm - Ngang 74.8 mm - Dày 8.9 mm,207 g,4614 mAh,2G / 3G / 4G / 5G,1 SIM + 1 esim,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot"
https://didongmango.com/images/products/2019/07/02/original/-2-man-hinh_1562040757.jpg.jpg,,4.590.000₫,Samsung Galaxy S9 Plus 64G cũ (Đẹp 99%) ,0982351080,https://didongmango.com/samsung-s9-plus/samsung-galaxy-s9-plus-64g-my-cu-dep-99-p971.html,5/5,162,SAMSUNG,"Đen,Tím,Titan,Xanh,Vàng",,8.0,Đa ngôn ngữ,6.2 inches 2K Super AMOLED,Dual Camera 12.MP f/1.5-2.4,"8.MPf/1.7 Chụp bằng giọng nói, Nhận diện khuôn mặt, Chế độ làm đẹp, Quay video Full HD, Tự động lấy nét, Đèn Flash trợ sáng, Camera góc rộng, Selfie ngược sáng HDR, Tự động chụp khi nhận diện nụ cười, Selfie bằng cử chỉ","Zoom quang học Camera kép, Chụp ảnh xóa phông, Chế độ chụp ban đêm ánh sáng yếu, Điều chỉnh khẩu độ, Super Slow motion quay siêu chậm, Tự động lấy nét, Chạm lấy nét, HDR, Panorama, Chống rung quang học OIS, Ảnh GIF, Chế độ chụp chuyên nghiệp","Quay phim siêu chậm 960 fps, Quay phim FullHD 1080p@60fps, Quay phim 4K 2160p@60fps",Snapdragon 845 10 nm,6 GB,64 GB,Có,Dài 158.1 mm - Ngang 73.8 mm - 8.5 mm,189 g,3500mAh,"3G, 4G LTE Cat 18",1 SIM Nano,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, DLNA, Wi-Fi Direct, Wi-Fi hotspot"
https://didongmango.com/images/products/2022/06/28/large/sony-xperia-1-iii--cau-hinh_1654176975-copy_1656411648.jpg,,18.490.000₫,Sony Xperia 1 III - Mark 3 2 SIM Mới ,0982351080,https://didongmango.com/sony-xperia-1/sony-xperia-1-iii---mark-3-2-sim-moi-p1535.html,5/5,119,SONY,"Hồng,Titan,Đen,Xám",,9 Pie,Đa ngôn ngữ,6.5 inches OLED 4K,"12Mp x 12Mp x 12Mp x 0,3Mp",8 Mp,"Chống rung kỹ thuật số EIS, Zoom quang học, Chụp ảnh xóa phông, Chế độ chụp ban đêm ánh sáng yếu, Lấy nét theo pha, Super Slow Motion quay siêu chậm, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống rung quang học OIS, Làm","2160p@30fps, 1080p@60fps, 1080p@30fps 5-axis gyro-EIS, 1080p@960fps, HDR",Snapdragon 888 8 nhân,12GB,256GB,Hỗ trợ tối đa 512 GB,Dài 165 mm - Ngang 71 mm - Dày 8.2 mm,186g,4500 mAh,2G/ 3G/ 4G,1 sim,Wi-Fi 802.11 a/b/g/n/ac
