pathImg,option,price,title,hot_line,url,point,rating_total,producer,Công nghệ màn hình,Độ phân giải,Hệ điều hành,chip,memory,ram,Mạng di động,Số khe sim,color
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-7_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-18.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-8.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-19.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-5_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-4_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-6_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-11.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800452287928609.png'}",12GB/512GB,"34,650,000 ₫",Điện thoại di động Samsung Galaxy S22 Ultra - 12GB/512GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s22-Ultra-12gb-512gb-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"12MP UW + 108MP W + 12MP Tele3x + 12MP Tele10x, 40MP",Android 12,Snapdragon® 8 Gen 1 4nm,256GB,12GB,5G,1 nano SIM + 1 e-SIM,"Green,Phantom Black,Phantom White,Burgudy"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-7_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-18.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-8.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-19.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-5_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-16.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-4_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-6_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-11.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800452287928609.png'}",12GB/256GB,"31,650,000 ₫",Điện thoại di động Samsung Galaxy S22 Ultra - 12GB/256GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s22-Ultra-12gb-256gb-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"12MP UW + 108MP W + 12MP Tele3x + 12MP Tele10x, 40MP",Android 12,Snapdragon® 8 Gen 1 4nm,512GB,12GB,5G,1 nano SIM + 1 e-SIM,"Green,Phantom Black,Phantom White,Burgudy"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-7_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-18.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-8.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-19.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-5_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-16.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-4_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-6_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-11.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800452287772364.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800452287928609.png'}",8GB/128GB,"28,990,000 ₫",Điện thoại di động Samsung Galaxy S22 Ultra - 8GB/128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s22-Ultra-8gb-128gb-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"12MP UW + 108MP W + 12MP Tele3x + 12MP Tele10x, 40MP",Android 12,Snapdragon® 8 Gen 1 4nm,128GB,8GB,5G,1 nano SIM + 1 e-SIM,"Green,Phantom Black,Phantom White,Burgudy"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800440229861395.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800437459793078.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800437459949020.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-20.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800440229861395.png'}",8GB/256GB,"25,590,000 ₫",Điện thoại di động Samsung Galaxy S22 Plus - 8GB/256GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s22-Plus-8gb-256gb-chinh-hang,TB,0 lượt đánh giá,Samsung,"Dynamic AMOLED 2X, 10 - 120 Hz, Infinity O","12MP UW + 50MP W + 10MP Tele, 10MP",Android 12,Snapdragon® 8 Gen 1 4nm,128GB,8GB,5G,1 nano SIM + 1 e-SIM,"Pink,Green,Phantom Black,Phantom White"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800440229861395.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800437459793078.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-6.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800437459949020.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-20.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800440229861395.png'}",8GB/128GB,"24,190,000 ₫",Điện thoại di động Samsung Galaxy S22 Plus - 8GB/128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s22-Plus-8gb-128gb-chinh-hang,TB,0 lượt đánh giá,Samsung,"Dynamic AMOLED 2X, 10 - 120 Hz, Infinity O","12MP UW + 50MP W + 10MP Tele, 10MP",Android 12,Snapdragon® 8 Gen 1 4nm,256GB,8GB,5G,1 nano SIM + 1 e-SIM,"Pink,Green,Phantom Black,Phantom White"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800440229861395.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800437459793078.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-6.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800437459949020.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-20.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800440229861395.png'}",8GB/256GB,"21,890,000 ₫",Điện thoại di động Samsung Galaxy S22 - 8GB/256GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s22-8gb-256gb-chinh-hang,TB,0 lượt đánh giá,Samsung,"Dynamic AMOLED 2X, 10 - 120 Hz, Infinity O","12MP UW + 50MP W + 10MP Tele, 10MP",Android 12,Snapdragon® 8 Gen 1 4nm,256GB,8GB,Hỗ trợ 5G,1 nano SIM + 1 e-SIM,"Pink,Green,Phantom Black,Phantom White"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800440229861395.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800437459636500.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800440229861395.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-1_637800440229861395.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-2_637800437459793078.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-6.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview_637800437459949020.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-20.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/09/image-removebg-preview-3_637800440229861395.png'}",8GB/128GB,"20,490,000 ₫",Điện thoại di động Samsung Galaxy S22 - 8GB/128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s-22-8gb-128gb-chinh-hang,TB 5,1 lượt đánh giá,Samsung,"Dynamic AMOLED 2X, 10 - 120 Hz, Infinity O","12MP UW + 50MP W + 10MP Tele, 10MP",Android 12,Snapdragon® 8 Gen 1 4nm,128GB,8GB,Hỗ trợ 5G,1 nano SIM + 1 e-SIM,"Pink,Green,Phantom Black,Phantom White"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-11.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-8.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-2.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-6.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/18/z-flip3-flex-3.png'}",128GB,"20,990,000 ₫",Samsung Galaxy Z Flip3 5G Flex Your Way Phiên Bản Giới Hạn,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-z-flip3-5G-Flex-Your-Way-2022,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"2 camera 12 MP, 10 MP",Android 11,Snapdragon 888 8 nhân,128 GB,8 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,Tím
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/09/image-removebg-preview-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-16.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-18.png'}",128GB,"28,950,000 ₫",Điện thoại di động Apple iPhone 13 Pro Max - Chính hãng VN/A,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-13-pro-max-128gb-chinh-hang-vn-a,TB 4,8 lượt đánh giá,iPhone,OLED,"3 camera 12 MP, 12 MP",iOS 15,Apple A15 Bionic 6 nhân,128 GB,6 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Silver,Gold,Sierra Blue,Graphite,Alpine Green"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/09/image-removebg-preview-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-16.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-18.png'}",1TB,"39,490,000 ₫",Điện thoại di động Apple iPhone 13 Pro - 1TB - Chính hãng VN/A,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-13-pro-1TB-chinh-hang-vn,TB,0 lượt đánh giá,iPhone,OLED,"3 camera 12 MP, 12 MP",iOS 15,Apple A15 Bionic 6 nhân,1 TB,6 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Silver,Gold,Sierra Blue,Graphite,Alpine Green"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/09/image-removebg-preview-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-16.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-18.png'}",512GB,"33,890,000 ₫",Điện thoại di động Apple iPhone 13 Pro - 512GB - Chính hãng VN/A,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-13-pro-512gb-chinh-hang-vn-a,TB,0 lượt đánh giá,iPhone,OLED,"3 camera 12 MP, 12 MP",iOS 15,Apple A15 Bionic 6 nhân,512 GB,6 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Silver,Gold,Sierra Blue,Graphite,Alpine Green"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/09/image-removebg-preview-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-18.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-16.png'}",256GB,"29,790,000 ₫",Điện thoại di động Apple iPhone 13 Pro - 256GB - Chính hãng VN/A,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-13-pro-256gb-chinh-hang-vn-a,TB,0 lượt đánh giá,iPhone,OLED,"3 camera 12 MP, 12 MP",iOS 15,Apple A15 Bionic 6 nhân,256 GB,6 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Blue,Silver,Gold,Graphite,Alpine Green"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/09/image-removebg-preview-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-17.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-16.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-18.png'}",128GB,"26,750,000 ₫",Điện thoại di động Apple iPhone 13 Pro - Chính hãng VN/A,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-13-pro-128gb-chinh-hang-vn-a,TB 2.63,4 lượt đánh giá,iPhone,OLED,"3 camera 12 MP, 12 MP",iOS 15,Apple A15 Bionic 6 nhân,128 GB,6 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Graphite,Silver,Gold,Sierra Blue,Alpine Green"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-11.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-14.png'}",512GB,"25,980,000 ₫",Điện thoại di động Apple iPhone 13 - 512GB - Chính hãng VN/A,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-13-512gb-chinh-hang-vn-a,TB,0 lượt đánh giá,iPhone,OLED,"2 camera 12 MP, 12 MP",iOS 15,Apple A15 Bionic 6 nhân,512 GB,4 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Blue,Red,Pink,Starlight,Midnight"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-11.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/09/15/image-removebg-preview-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/09/image-removebg-preview-2.png'}",256GB,"23,690,000 ₫",Điện thoại di động Apple iPhone 13 - 256GB - Chính hãng VN/A,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/apple-iphone-13-256gb-chinh-hang-vn-a,TB,0 lượt đánh giá,iPhone,OLED,"2 camera 12 MP, 12 MP",iOS 15,Apple A15 Bionic 6 nhân,256 GB,4 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Red,Blue,Pink,Starlight,Midnight,Green"
