pathImg,option,price,title,hot_line,url,point,rating_total,producer,Công nghệ màn hình,Độ phân giải,Hệ điều hành,chip,memory,ram,Mạng di động,Số khe sim,color
{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/01/image-removebg-preview-1.png'},,"5,350,000 ₫",Điện thoại di động OPPO A76 - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-a76-chinh-hang,TB,0 lượt đánh giá,OPPO,IPS LCD,"Chính 13 MP &amp; Phụ 2 MP, 8 MP",Android 11,Snapdragon 680 8 nhân,128 GB,6 GB,Hỗ trợ 4G,2 Nano SIM,Xanh
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/28/7z.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-6.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/28/reno7-2.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-8.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-11.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-2.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-16.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-15.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/23/reno7-z-13.png'}",Reno7 Z,"9,350,000 ₫",Điện thoại di động OPPO Reno7 Z 5G - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-reno7-z-chinh-hang,TB,0 lượt đánh giá,OPPO,AMOLED,"2400 x 1080 FHD+, 60Hz",ColorOS 12,"SDM6375 5G, Octa-core",128GB,8GB,,2 Nano SIM + MicroSD,"Black,Rainbow"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/28/reno7-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/28/reno7-1.png'}",Reno7 5G,"11,390,000 ₫",Điện thoại di động OPPO Reno7 5G - Chính Hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-reno7-5G-chinh-hang,TB,0 lượt đánh giá,OPPO,AMOLED,"64MP + 8MP + 2MP, 32MP",ColorOS 12,"Dimensity 900 5G, Octa-core 2.4GHz",256GB,8 GB,Hỗ trợ 5G,2 Nano SIM,"Black,Blue"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/07/23/image-removebg-preview-2.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/07/23/image-removebg-preview-3.png'}",,"9,990,000 ₫",Điện thoại di động OPPO Reno6 5G - Chính Hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-reno6-chinh-hang,TB,0 lượt đánh giá,OPPO,AMOLED,"Chính 64 MP &amp; Phụ 8 MP, 2 MP, 32 MP",Android 11,MediaTek Dimensity 900 5G,128GB,8GB,,,"Đen,Bạc Ánh Xanh"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/07/07/reno6-z-bl.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/07/07/reno6-z.png'}",,"6,590,000 ₫",Điện thoại di động OPPO Reno6 Z 5G - Chính Hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-reno6-z-5g-chinh-hang,TB 2.5,1 lượt đánh giá,OPPO,AMOLED,"Chính 64 MP &amp; Phụ 8 MP, 2 MP, 32 MP",Android 11,MediaTek Dimensity 800U 5G 8 nhân,128 GB,8 GB,Hỗ trợ 5G,2 Nano SIM,"Đen,Bạc Ánh Xanh"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/05/14/image-removebg-preview-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/05/14/image-removebg-preview.png'}",,"18,750,000 ₫",Điện thoại di động OPPO Find X3 Pro 5G - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-find-x3-pro-chinh-hang,TB,0 lượt đánh giá,OPPO Find X3 Pro 5G - Chính hãng	,AMOLED,"Đang cập nhật, 32 MP",Android 11,Snapdragon 888 8 nhân,256 GB,12 GB,Hỗ trợ 5G,2 Nano SIM,"Black,Dark Blue"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/02/20/111.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/02/20/22222.png'}",,"8,990,000 ₫",Điện thoại di động OPPO Reno5 5G - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-reno5-5g-chinh-hang,TB,0 lượt đánh giá,OPPO,AMOLED,"Chính 64 MP &amp; Phụ 8 MP, 2 MP, 2 MP, 32 MP",Android 11,Snapdragon 765G 8 nhân,128 GB,8 GB,Hỗ trợ 5G,2 Nano SIM,"Black,Silver"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/11/19/image-removebg-preview-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/11/19/image-removebg-preview-6.png'}",,"5,790,000 ₫",,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-a95-chinh-hang,TB 1,1 lượt đánh giá,OPPO,AMOLED,"Chính 48 MP &amp; Phụ 2 MP, 2 MP, 16 MP",Android 11,Snapdragon 662 8 nhân,128 GB,8 GB,Hỗ trợ 4G,2 Nano SIM,"Đen,Bạc"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/18/image-removebg-preview-30.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/18/image-removebg-preview-29.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/04/28/image-removebg-preview-3.png'}",,"4,150,000 ₫",,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-a55-chinh-hang,TB,0 lượt đánh giá,OPPO,IPS LCD,"Chính 50 MP &amp; Phụ 2 MP, 2 MP, 16 MP",Android 11,MediaTek Helio G35 8 nhân,64 GB,4 GB,Hỗ trợ 4G,2 Nano SIM,"Đen mạnh mẽ,Xanh thời trang,Xanh đam mê"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/24/oppo-a16-3g32g-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/02/24/oppo-a16-3g32g-1.png'}",,"3,450,000 ₫",Điện thoại di động Oppo A16 3G/32G - chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-a16-3g-32g-chinh-hang,TB,0 lượt đánh giá,OPPO,"LCD, 16 triệu màu","13 MP chính + 2 MP mono + 2 MP marco, F/2.2 + F/2.4 + F/2.4, 8 MP, F/2.0","ColorOS 11.1, nền tảng Android 11","Helio G35, tối đa 2.3GHz",32GB,3GB,,Dual nano-SIM hoặc 1 nano-SIM + 1 thẻ nhớ,"Bạc,Đen mạnh mẽ"
{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/05/image-removebg-preview.png'},,"3,150,000 ₫",Điện thoại di động Vivo Y15A- chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-y15a-chinh-hang,TB,0 lượt đánh giá,Vivo Y15A- chính hãng,IPS LCD,"Chính 13 MP &amp; Phụ 2 MP, 8 MP",Android 11,MediaTek Helio P35 8 nhân,64 GB,4 GB,Hỗ trợ 4G,2 Nano SIM,"Xanh đen,Trắng Rọc Xanh"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/ed.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/ee.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/image-removebg-preview-12.png'}",,"10,890,000 ₫",Điện thoại di động Vivo V23 5G 8GB/128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-v23-5g-8gb-128gb-chinh-hang,TB,0 lượt đánh giá,Vivo V23 5G 8GB/128GB - Chính hãng,AMOLED,"Chính 64 MP &amp; Phụ 8 MP, 2 MP, Chính 50 MP &amp; Phụ 8 MP",Android 12,MediaTek Dimensity 920 5G 8 nhân,128 GB,8 GB,Hỗ trợ 5G,2 Nano SIM,"Vàng Hồng,Xanh đen"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/03/22/thumbb.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/05/20/cc758577f4fb8e84a7e6e4c260274f37.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/12/22/image-removebg-preview-19.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/12/22/image-removebg-preview-17.png'}",,"5,790,000 ₫",Điện thoại di động Vivo Y33s - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-y33s-chinh-hang,TB,0 lượt đánh giá,Vivo Y33s - Chính hãng,IPS LCD,"Chính 50 MP &amp; Phụ 2 MP, 2 MP, 16 MP",Android 11,MediaTek Helio G80 8 nhân,128 GB,8 GB,Hỗ trợ 4G,2 Nano SIM SIM 2 chung khe thẻ nhớ,"Black,Vàng,Xanh"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/11/11/image-removebg-preview-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/11/18/image-removebg-preview.png'}",,"6,990,000 ₫",Điện thoại di động Vivo V23e - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-v23e-chinh-hang,TB,0 lượt đánh giá,Vivo V23e - Chính hãng,AMOLED,"Chính 64 MP &amp; Phụ 8 MP, 2 MP, 50 MP",Android 11,MediaTek Helio G96 8 nhân,128 GB,8 GB,Hỗ trợ 4G,2 Nano SIM SIM 2 chung khe thẻ nhớ,"Đen,Xanh Hồng"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/xanh-huyen-bi-4-y21s.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/trang-ngoc-trai-y21s-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/trang-ngoc-trai-y21s-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/xanh-huyen-bi-5-y21s.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/xanh-huyen-bi-3-y21s.png'}",6GB/128GB,"4,650,000 ₫",Điện thoại di động Vivo Y21s - 6GB/128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-y21s-6gb-128gb-chinh-hang,TB,0 lượt đánh giá,Vivo,IPS LCD,"Chính 50 MP &amp; Phụ 2 MP, 2 MP, 8 MP",Android 11,MediaTek Helio G80 8 nhân,128 GB,6 GB,Hỗ trợ 4G,2 Nano SIM,"Xanh huyền bí,Trắng ngọc trai"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/trang-ngoc-trai-y21s-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/xanh-huyen-bi-4-y21s.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/trang-ngoc-trai-y21s-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/06/xanh-huyen-bi-5-y21s.png'}",4GB/128GB,"4,150,000 ₫",Điện thoại di động Vivo Y21s - 4GB/128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-y21s-4gb-128gb-chinh-hang,TB,0 lượt đánh giá,Vivo,IPS LCD,"Chính 50 MP &amp; Phụ 2 MP, 2 MP, 8 MP",Android 11,MediaTek Helio G80 8 nhân,128 GB,4 GB,Hỗ trợ 4G,2 Nano SIM,"Xanh huyền bí,Trắng ngọc trai"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/06/07/y53s.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/06/07/y53s-2.png'}",,"5,590,000 ₫",Điện thoại di động Vivo Y53s - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-y53s-chinh-hang,TB,0 lượt đánh giá,Vivo,IPS LCD,"Chính 64 MP &amp; Phụ 2 MP, 2MP, 16 MP",Android 11,MediaTek Helio G80 8 nhân,128 GB,"8 GB, công nghệ mở rộng Ram 3G",,,"Xanh biển,Xanh tím"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/05/07/untitled-2.jpg', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/05/07/untitled-1.jpg'}",,"7,990,000 ₫",Điện thoại di động Vivo V21 5G - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-v21-5g-chinh-hang,TB,0 lượt đánh giá,Vivo,AMOLED,"Chính 64 MP &amp; Phụ 8 MP, 2 MP, 44 MP",Android 11,MediaTek Dimensity 800U 5G 8 nhân,128 GB,8 GB,Hỗ trợ 5G,2 Nano SIM,"Tím hồng,Xanh đen"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/04/22/image-removebg-preview-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/04/19/image-removebg-preview-10.png'}",,"5,290,000 ₫",Điện thoại di động Vivo Y72 5G - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/vivo-y72-5g-chinh-hang,TB,0 lượt đánh giá,Vivo,IPS LCD,"Chính 64 MP &amp; Phụ 8 MP, 2 MP, 16 MP",Android 11,MediaTek Dimensity 700 8 nhân 5G,128 GB,8 GB,Hỗ trợ 5G,2 Nano SIM SIM 2 chung khe thẻ nhớ,"Black,Blue"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/03/25/image-removebg-preview-8.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/03/16/image-removebg-preview-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/03/29/image-removebg-preview-4.png'}",8GB/128GB,"5,990,000 ₫",Điện thoại di động Xiaomi Redmi Note 10 Pro 8GB/128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/xiaomi-redmi-note-10-pro-8gb-128gb-chinh-hang,TB 4.25,2 lượt đánh giá,Xiaomi,AMOLED,"Chính 108 MP &amp; Phụ 8 MP, 5 MP, 2 MP, 16 MP",Android 11,Snapdragon 732G 8 nhân,128 GB,8 GB,Hỗ trợ 4G,2 Nano SIM,"Blue,Gray,Copper"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/04/19/xanh.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/04/17/image-removebg-preview-5.png'}",,"1,980,000 ₫",Điện thoại di động Nokia C20 - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/nokia-c20-chinh-hang,TB 4.5,1 lượt đánh giá,Nokia,IPS LCD,"5 MP, 5 MP",Android 11 Go Edition,,32 GB,2 GB,Hỗ trợ 4G,2 Nano SIM,"Vàng phù sa,Xanh thiên thạch"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/12/02/image-removebg-preview-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/12/02/image-removebg-preview-10.png'}",,"3,150,000 ₫",Điện thoại di động OPPO A16k- Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/oppo-a16k-chinh-hang,TB,0 lượt đánh giá,OPPO,IPS LCD,"13 MP, 13 MP",Android 11,MediaTek MT6765 8 nhân,32 GB,3 GB,Hỗ trợ 4G,2 Nano SIM,"Xanh Thời Thượng,Đen mạnh mẽ"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/23/samsung-galaxy-a03s-blue-gc-org.jpg', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/23/samsung-galaxy-a03s-black-gc-org.jpg', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/23/samsung-galaxy-a03s-white-gc-org.jpg'}",,"3,350,000 ₫",Điện thoại di động Samsung Galaxy A03s 4GB/64GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-a03s-4gb-64gb-chinh-hang,TB,0 lượt đánh giá,Samsung,PLS LCD,"Chính 13 MP &amp; Phụ 2 MP, 2 MP, 5 MP",Android 11,MediaTek MT6765 8 nhân,64 GB,4 GB,Hỗ trợ 4G,2 Nano SIM,"Đen,Xanh,Trắng"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-8.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/thumb.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-6.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-2.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/07/a03-samsung-4.png'}",,"2,690,000 ₫",Điện thoại di động Samsung Galaxy A03 - sản phẩm chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-a03-chinh-hang,TB 5,1 lượt đánh giá,Samsung,PLS LCD,"Chính 48 MP &amp; Phụ 2 MP, 5 MP",Android 11,Unisoc T606 8 nhân,32 GB,3 GB,Hỗ trợ 4G,2 Nano SIM,"Đen,Đỏ ,Xanh"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-7.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-11.png'}",8GB/256GB,"13,650,000 ₫",Điện thoại di động Samsung Galaxy S21 FE 5G - 8GB/256GB - Chính Hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s21-fe-8gb-256gb-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"Chính 12 MP &amp; Phụ 12 MP, 8 MP, 32 MP",,Exynos 2100 8 nhân,,8 GB,,,"Đen Graphite,Trắng Flora,Xanh Olive,Tím Pastel"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-5.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-9.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-10.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-14.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-12.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-13.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2022/01/04/s21-fe-11.png'}",8GB/128GB,"12,750,000 ₫",Điện thoại di động Samsung Galaxy S21 FE 5G - 8GB/128GB - Chính Hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s21-fe-8gb-128gb-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"Chính 12 MP &amp; Phụ 12 MP, 8 MP, 32 MP",,Exynos 2100 8 nhân,,8 GB,,,"Đen Graphite,Trắng Flora,Xanh Olive,Tím Pastel"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/11/image-removebg-preview-3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/11/image-removebg-preview.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/11/image-removebg-preview-1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/10/11/image-removebg-preview-2.png'}",,"5,890,000 ₫",Điện thoại di động Samsung Galaxy A32 - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-a32-chinh-hang,TB,0 lượt đánh giá,Samsung,Super AMOLED,"Chính 64 MP &amp; Phụ 8 MP, 5MP, 5MP, 20 MP",Android 11,MediaTek Helio G80 8 nhân,128 GB,6 GB,Hỗ trợ 4G,2 Nano SIM SIM 2 chung khe thẻ nhớ,"Black,Blue,White,Purple"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/f-tim.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/den-f.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/bac2.png'}",512GB,"37,690,000 ₫",Điện thoại di động Samsung Galaxy Z Fold3 5G - 512GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-z-fold-3-512GB-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"3 camera 12 MP, 10 MP &amp; 4 MP",Android 11,Snapdragon 888 8 nhân,512 GB,12 GB,Hỗ trợ 5G,2 Nano SIM,"Phantom Black,Bạc Phantom,Xanh Phantom"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/01/15/5g1.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/01/15/11111.png'}",128GB,"19,590,000 ₫",Điện thoại di động Samsung Galaxy S21 Ultra 128GB 5G - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-s21-Ultra-5G-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"Chính 108 MP &amp; Phụ 12 MP, 10 MP, 10 MP, 40 MP",,Exynos 2100 8 nhân,128 GB,12 GB,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,"Black,Silver"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/f-tim.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/den-f.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/bac2.png'}",256GB,"34,890,000 ₫",Điện thoại di động Samsung Galaxy Z Fold3 5G - 256GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-z-fold-3-256GB-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"3 camera 12 MP, 10 MP &amp; 4 MP",Android 11,Snapdragon 888 8 nhân,256 GB,12 GB,Hỗ trợ 5G,2 Nano SIM,"Phantom Black,Bạc Phantom,Xanh Phantom"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/green.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/tim-z.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/em3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/kem2.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/kem.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/den-z.png'}",256GB,"22,550,000 ₫",Điện thoại di động Samsung Galaxy Z Flip3 5G - 256GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-z-flip3-5G-256GB-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"2 camera 12 MP, 10 MP",Android 11,Snapdragon 888 8 nhân,256 GB,8 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Phantom Black,Xanh Phantom,Kem Ivory,Tím Lilac"
"{'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/green.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/tim-z.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/em3.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/kem4.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/kem2.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/kem.png', 'https://cdn.hoanghamobile.com/i/productlist/dst/Uploads/2021/08/11/den-z.png'}",128GB,"20,650,000 ₫",Điện thoại di động Samsung Galaxy Z Flip3 5G - 128GB - Chính hãng,1900.2091,https://hoanghamobile.com/dien-thoai-di-dong/samsung-galaxy-z-flip3-5G-128GB-chinh-hang,TB,0 lượt đánh giá,Samsung,Dynamic AMOLED 2X,"2 camera 12 MP, 10 MP",Android 11,Snapdragon 888 8 nhân,128 GB,8 GB,Hỗ trợ 5G,1 Nano SIM &amp; 1 eSIM,"Phantom Black,Xanh Phantom,Kem Ivory,Tím Lilac"
