images_intro,price,title,hot_line,link_source,rating_total,branch,RAM,CPU,Bộ nhớ,Màn hình,Màu sắc
https://cdn.mediamart.vn/images/product/apple-iphone-13-pro-max-128g-blue-Q8TaJN.jpg,26.990.000 ₫,Apple Iphone 13 Pro Max 128G Blue,1900.6788,https://mediamart.vn/smartphones/apple-iphone-13-pro-max-128g-blue,(1) ,Apple,6 GB,A15 Bionic,128 GB,6.7 inch,"Blue,Green,Gold,Gray,Silver"
https://cdn.mediamart.vn/images/product/apple-iphone-se-128g-5g-white-2022_9b53f908.jpg,13.990.000 ₫,Apple iphone SE 128G 5G White (2022),1900.6788,https://mediamart.vn/smartphones/apple-iphone-se-128g-5g-white-2022,(0) ,Apple,3 GB,A15 Bionic,128 GB,4.7 inch,
https://cdn.mediamart.vn/images/product/-ZYCpbR.jpg,26.490.000 ₫,APPLE iPhone 12 Pro 256G Silver (2020),1900.6788,https://mediamart.vn/smartphones/apple-iphone-12-pro-256g-2020,(1) ,Apple,6 GB,A14 Bionic,256 GB,6.1 inch,"Silver,Blue,Gray,Gold"
https://cdn.mediamart.vn/images/product/apple-iphone-13-128g-pink-Dc4VHr.jpg,19.990.000 ₫,Apple Iphone 13 128G Pink,1900.6788,https://mediamart.vn/smartphones/apple-iphone-13-128g-pink,(1) ,Apple,4 GB,A15 Bionic,128 GB,6.1 inch,"Pink,White,Black,Green,Blue,Red"
https://cdn.mediamart.vn/images/product/apple-iphone-13-pro-max-128g-green_fbd03c86.jpg,26.990.000 ₫,Apple iphone 13 Pro Max 128G Green,1900.6788,https://mediamart.vn/smartphones/apple-iphone-13-pro-max-128g-green,(0) ,Apple,6 GB,A15 Bionic,128 GB,6.7 inch,"Blue,Green,Gold,Gray,Silver"
https://cdn.mediamart.vn/images/product/apple-iphone-se-64g-5g-white-2022_063ae8a8.jpg,12.490.000 ₫,Apple iphone SE 64G 5G White (2022),1900.6788,https://mediamart.vn/smartphones/apple-iphone-se-64g-5g-white-2022,(0) ,Apple,3 GB,A15 Bionic,64 GB,4.7 inch,
https://cdn.mediamart.vn/images/product/-d6ol63.jpg,16.490.000 ₫,APPLE iPhone 12 64G Black (2020),1900.6788,https://mediamart.vn/smartphones/apple-iphone-12-64g-2020,(1) ,Apple,,A14 Bionic,64 GB,6.1 inch,"Black,Green,White,Purple,Red"
https://cdn.mediamart.vn/images/product/apple-iphone-se-64g-5g-red-2022_41ef8042.jpg,12.490.000 ₫,Apple iphone SE 64G 5G Red (2022),1900.6788,https://mediamart.vn/smartphones/apple-iphone-se-64g-5g-red-2022,(0) ,Apple,3 GB,A15 Bionic,64 GB,4.7 inch,
https://cdn.mediamart.vn/images/product/apple-iphone-se-128g-5g-black-2022_86d41eee.jpg,13.990.000 ₫,Apple iphone SE 128G 5G Black (2022),1900.6788,https://mediamart.vn/smartphones/apple-iphone-se-128g-5g-black-2022-,(0) ,Apple,3 GB,A15 Bionic,128 GB,4.7 inch,
https://cdn.mediamart.vn/images/product/dien-thoai-itel-it1516plus-calx-A04WkW.png,990.000 ₫,Điện thoại Itel IT1516 Plus Calx,1900.6788,https://mediamart.vn/smartphones/dien-thoai-itel-it1516plus-calx,(1) ,Itel,1 GB,,8 GB,5.0 inch,
https://cdn.mediamart.vn/images/product/30500_20407_dien-thoai-lenovo-a2010-black.jpg,690.000 ₫,Điện thoại Lenovo A2010 Black,1900.6788,https://mediamart.vn/smartphones/dien-thoai-lenovo-a2010-black,(1) ,Lenovo,1 GB,MT 6735,8 GB,4.5 inch,
https://cdn.mediamart.vn/images/product/din-thoi-masstel-4g-hapi-30-gold_a6f4e4c7.jpg,2.390.000 ₫,Điện thoại Masstel 4G Hapi 30 Gold,1900.6788,https://mediamart.vn/smartphones/dien-thoai-masstel-4g-hapi-30-gold,(0) ,Masstel,3 GB,SC9863A,32 GB,6.26 inch,"Gold,Blue,Black"
https://cdn.mediamart.vn/images/product/din-thoi-realme-c21-y-4-64-den_2f810b00.jpg,4.090.000 ₫,Điện thoại Realme C21-Y (4-64) Đen,1900.6788,https://mediamart.vn/smartphones/dien-thoai-realme-c21-y-4-64-den,(0) ,Realme,4 GB,Spreadtrum T610,64 GB,6.5 inch,"Đen (2-32),Xanh (2-32),Đen (4-64),Xanh (4-64)"
https://cdn.mediamart.vn/images/product/din-thoi-vivo-2120-y15s-332gb-mau-xanh-den_35776e73.jpg,2.990.000 ₫,Điện thoại Vivo 2120-Y15s (3+32GB) xanh đen,1900.6788,https://mediamart.vn/smartphones/dien-thoai-vivo-2120-y15s-3-32gb-mau-xanh-den,(0) ,Vivo,3 GB,Helio P35,32 GB,6.51 inch,"xanh đen,trắng xanh"
https://cdn.mediamart.vn/images/product/xiaomi-redmi-note-6-pro-UjsS9A.jpg,2.890.000 ₫,Điện thoại Xiaomi Redmi Note 6 Pro 32Gb Black,1900.6788,https://mediamart.vn/smartphones/dien-thoai-xiaomi-redmi-note-6-pro-32gb-black,(1) ,Xiaomi,3 GB,Snapdragon 636,32 GB,,
https://cdn.mediamart.vn/images/product/dien-thoai-oppo-cph2325-a55-den-manh-me-dY8mRN.jpg,4.390.000 ₫,Điện thoại OPPO CPH2325 - A55 Đen Mạnh Mẽ,1900.6788,https://mediamart.vn/smartphones/dien-thoai-oppo-cph2325-a55-den-manh-me,(1) ,Oppo,4 GB,Helio G35,64 GB,6.51 inch,"Đen,Xanh,Xanh lá"
https://cdn.mediamart.vn/images/product/-0Hr17L.jpg,20.990.000 ₫,Điện thoại Samsung Galaxy Z Flip 3 F711B 5G 128GB Cream(Beige) (DM),1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-z-flip-128gb-beige-dm,(1) ,Samsung,8 GB,Snapdragon 888,128 GB,Chính 6.7 / Phụ 1.9,
https://cdn.mediamart.vn/images/product/din-thoi-samsung-galaxy-s20-fe-8256-g780g-blue-dm_2ca2a500.jpg,9.990.000 ₫,Điện thoại Samsung Galaxy S20 FE (8+256) G780G Blue (DM),1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-s20-fe-8-256-g780g-blue-dm-,(0) ,Samsung,8 GB,Snapdragon 865,256 GB,6.5 inch,
https://cdn.mediamart.vn/images/product/din-thoi-samsung-galaxy-s22-s901e-5g-8128g-den-phantom_3f7b12da.jpg,17.490.000 ₫,Điện thoại Samsung Galaxy S22 S901E 5G (8+128G) Đen Phantom,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-s22-s901e-5g-8-128g-den-phantom,(0) ,Samsung,8 GB,Snapdragon 8 Gen 1,128 GB,6.1 inch,"Đen,Xanh,Hồng,Trắng"
https://cdn.mediamart.vn/images/product/dien-thoai-samsung-galaxy-a12-sm-a127f-blue-exynos850-XElakD.png,3.390.000 ₫,Điện thoại Samsung Galaxy A12 SM A127F Blue (Exynos850),1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-a12-sm-a127f-blue-exynos850,(1) ,Samsung,4 GB,Exynos 850,128 GB,6.5 inch,"Blue 127,Black 127,White 127,Blue 125,Black 125,White 125"
https://cdn.mediamart.vn/images/product/din-thoi-samsung-galaxy-a33-a336e-5g-xanh_dce4664e.jpg,6.390.000 ₫,Điện thoại Samsung Galaxy A33 A336E 5G Xanh,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-a33-a336e-5g-xanh,(0) ,Samsung,6 GB,Exynos 1280,128 GB,6.4 inch,"Xanh,Đen,Trắng,Cam"
https://cdn.mediamart.vn/images/product/-ggO05z.jpg,4.490.000 ₫,Samsung Galaxy A22 128G A225F Đen,1900.6788,https://mediamart.vn/smartphones/samsung-galaxy-a22-128g-a225f-den,(1) ,Samsung,6 GB,Helio G80,128 GB,6.4 inch,"Đen,Xanh,Tím"
https://cdn.mediamart.vn/images/product/din-thoi-samsung-galaxy-a53-5g-a536e-128g-xanh_5a717339.jpg,9.690.000 ₫,Điện thoại Samsung Galaxy A53 5G A536E 128G Xanh,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-a53-5g-a536e-128g-xanh,(0) ,Samsung,8 GB,Exynos 1280,128 GB,6.5 inch,"Xanh,Đen,Trắng,Cam"
https://cdn.mediamart.vn/images/product/din-thoi-samsung-galaxy-s21-fe-5g-8128g-g990e-xam-graphite_c4afade8.jpg,12.990.000 ₫,Điện thoại Samsung Galaxy S21 FE 5G (8+128G) G990E Xám Graphite,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-s21-fe-5g-8-128g-g990e-xam-graphite,(0) ,Samsung,8 GB,Exynos 2100,128 GB,6.4 inch,"Xám (8-128),Tím (8-128)"
https://cdn.mediamart.vn/images/product/dien-thoai-samsung-galaxy-m21-smm215f-64gb-blue-RW02RF.png,3.990.000 ₫,Điện thoại Samsung Galaxy M21 SM-M215F 64GB Blue,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-m21-smm215f-64gb-blue,(1) ,Samsung,4 GB,Exynos 9611,64 GB,6.4 inch,"Blue,Black,DM"
https://cdn.mediamart.vn/images/product/-xT3a0f.jpg,30.990.000 ₫,Điện thoại Samsung Galaxy Z Fold 3 5G 256G Đen Phantom,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-z-fold-3-5g-256g-den-phantom,(1) ,Samsung,12 GB,Snapdragon 888,256 GB,Chính 7.6 / Phụ 6.2,"Đen 256G,Xanh 256G,Bạc 256G,Đen 512G,Xanh 512G,Bạc 512G"
https://cdn.mediamart.vn/images/product/-t76bj5.jpg,6.490.000 ₫,Điện thoại Samsung Galaxy A52 128G A525F Đen,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-a52-128g-a525f-den,(1) ,Samsung,8 GB,Snapdragon 720G,128 GB,6.5 inch,"Đen,Tím,Xanh"
https://cdn.mediamart.vn/images/product/-IdR59Q.jpg,30.990.000 ₫,Điện thoại Samsung Galaxy Fold 3 256GB Đen (DM),1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-fold-3-256gb-den-dm,(1) ,Samsung,12 GB,Snapdragon 888,256 GB,Chính 7.6 / Phụ 6.2,
https://cdn.mediamart.vn/images/product/dien-thoai-samsung-galaxy-a03s-sma037-64g-blue-BHgq0C.jpg,3.490.000 ₫,Điện thoại Samsung Galaxy A03s SM-A037 64G Xanh,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-a03s-sma037-64g-xanh,(1) ,Samsung,4 GB,Helio P35,64 GB,6.5 inch,"Xanh,Đen,Trắng"
https://cdn.mediamart.vn/images/product/din-thoi-samsung-galaxy-a03-332gb-den_0dc00d50.jpg,2.890.000 ₫,Điện thoại Samsung Galaxy A03 3+32GB Đen,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-a03-3-32gb-den,(0) ,Samsung,3 GB,Unisoc T606,32 GB,6.5 inch,"Đen,Đỏ,Xanh"
https://cdn.mediamart.vn/images/product/-38x5J9.jpg,25.990.000 ₫,Điện thoại Samsung Galaxy Z Fold 2 5G SM-F916 256G Brown,1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-fold-2-5g,(1) ,Samsung,12 GB,Snapdragon 865+,256 GB,Chính 7.59/ Phụ 6.23,"Brown,Black"
https://cdn.mediamart.vn/images/product/din-thoi-samsung-galaxy-s22-s906e-8128g-xanh-green_90e8eb29.jpg,25.990.000 ₫,Điện thoại Samsung Galaxy S22+ S906E (8+128G) Xanh Green (DM),1900.6788,https://mediamart.vn/smartphones/dien-thoai-samsung-galaxy-s22-s906e-8-128g-xanh-green-dm-,(0) ,Samsung,8 GB,Snapdragon 8 Gen 1,128 GB,6.6 inch,
